Haven Avenue Parking Field No. 9 (approximately 135 feet south of the south curbline of Franklin Avenue) — PTW[Added 11-15-2011 by Ord. No. T.O. 26-2011]|East|Haven Avenue
Hawthorne Avenue — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|East|Lynn Road
Hawthorne Avenue — PTW[Added 9-21-1999 by Ord. No. T.O. 31-1999]|West|Lowell Road
Hawthorne Lane — GNK|East|Crosswood Road
Hawthorne Lane — GNK|East|Nottingham Place
Hawthorne Lane — GNK|East|Winfield Terrace
Hawthorne Lane — GNK|Southwest|Bayside Drive
Hawthorne Lane — GNK|West|Grist Mill Road
Hawthorne Terrace — GNK|North|Hawthorne Lane
Hazel Road — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|North|Luquer Road
Heathcote Drive — ALB[Added 9-5-2019 by Ord. No. T.O. 30-2019]|West|Croyden Court
Heather Lane — NHP|North|Laurel Drive
Heather Lane — NNH||Primrose Drive
Hemlock Lane — RHT|North|Dogleg Lane
Henderson Avenue — PTW|West|Cross Street
Herbert Avenue — PTW|South|Herbert Place
Herbert Avenue — PTW|South|Main Street
Herbert Drive — NHP|West|Brussel Drive
Herbert Place — PTW|West|Herbert Avenue
Hereford Road — GNK|Both|Dorset Road
Hereford Road — GNK[Added 4-11-2006 by Ord. No. T.O. 11-2006]|Both|Somerset Drive North
Hereford Road — GNK|South|Somerset Drive South
Herricks High School egress driveway — HSD[Added 4-12-2005 by Ord. No. T.O. 12-2005]|North|I.U. Willets Road
Herricks High School rear parking lot — ALB|North|I.U. Willets Road
Heywood Street — HRK|North|South Street
Hickory Lane — RHT|East|Browers Lane
Hickory Lane — RHT|South|Browers Lane
Hickory Road — NHP|West|Denton Avenue
Hicks Place — GNV|West|Park Avenue
Hicksville Road — NCS|Northwest|Brush Hollow Road
Hicksville Road — NCS|South|Third Avenue
Highfield Avenue — PTW|Both|Harbor Hills Drive
Highfield Avenue — PTW|Both|Radcliff Avenue
Highfield Avenue — PTW|Both|Rockwood Road
Highfield Avenue — PTW|South|Avenue C
Highland Avenue — NHP[Added 6-17-2008 by Ord. No. T.O. 21-2008]|East|Denton Avenue
Highland Avenue — NHP|East|Leonard Boulevard
Highland Avenue — PTW|Both|Elm Street
Highland Avenue — PTW|Both|Birch Street
Highland Avenue — PTW|Both|Orchard Street
Highland Avenue — RHT|Both|Hillside Avenue
Highland Place — GNK|East|Westminster Road
Highland Terrace — MHT|Both|Hillside Avenue
Highland Terrace — MHT[Added 10-21-2003 by Ord. No. T.O. 41-2003]|North|Bayview Avenue
Highland Terrace — MHT|South|Manhasset Avenue
Highmeadow Road — MHT[Added 8-30-2005 by Ord. No. T.O. 28-2005]|East|Norgate Road
High Street — RHT[Added 1-29-2002 by Ord. No. T.O. 5-2002]|West|Mineola Avenue (Willis Avenue)
Hillcrest Avenue — MHT[Added 10-24-2006 by Ord. No. T.O. 32-2006]|East|Munsey Place
Hillcrest Road — MHT|Both|Onderdonk Avenue
Hillcrest Road — PTW|North|Longview Road
Hillcrest Road — PTW|South|Beacon Hill Road
Hilldale Drive — SRT|East|Parkview Drive
Hilldale Drive — SRT[Added 11-17-1998 by Ord. No. T.O. 39-1998]|East|Searingtown Road
Hilldale Road — ALB|Both|Campbell Parkway
Hilldale Road — ALB|Both|Croyden Court
Hilldale Road — ALB|East|Roslyn Road
Hillside Avenue — MHT|Both|Linden Street
Hillside Avenue — MHT[Added 6-17-2008 by Ord. No. T.O. 20-2008]|Both|Locust Street
Hillside Avenue — MHT[Added 6-17-2008 by Ord. No. T.O. 20-2008]|West|Myrtle Street
Hillside Avenue — RHT[Added 11-12-1996 by Ord. No. T.O. 56-1996]|East|Highland Avenue
Hillside Avenue — RHT|West|Mineola Avenue
Hillside Avenue Marginal Road — NHP[Added 5-2-2006 by Ord. No. T.O. 17-2006]|Northeast|Hillside Park Drive
Hillside Boulevard — NHP[Added 9-12-2012 by Ord. No. T.O. 21-2012]|Both|White Avenue
Hillside Boulevard — NHP[Added 4-28-1998 by Ord. No. T.O. 16-1998]|South|Byrant Avenue
Hillside Court — NHP|West|Kent Road
Hillside Drive — NHP|Both|Park West
Hillside Drive — NHP|West|Howard Avenue
Hillside Drive South — NHP|Both|Park East
Hillside Drive South — NHP|Both|Stanwood Road
Hillside Lane — NHP|Both|Garden Court
Hillside Lane — NHP|West|Haddon Road
Hillside Park Drive — NHP[Added 5-2-2006 by Ord. No. T.O. 17-2006]|North|Hillside Avenue Marginal Road
Hillside Park Drive — NNH|Both|Oak Drive
Hilltop Drive — MHT|Both|Mill Spring Road
Hilltop Drive — MHT|West|Vanderbilt Road
Hilltop Place — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|Northeast|Hillvale Road
Hilltop Place — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|South|Lea Place
Hilltop Road — MHT[Added 5-8-2007 by Ord. No. T.O. 18-2007]|Both|East Gate
Hilltop Road — SRT|West|The Dell
Hillturn Lane — RHT|East|Deepdale Parkway
Hillturn Lane — RHT[Added 10-19-2004 by Ord. No. T.O. 37-2004]|East/West|Woodcut Lane
Hillturn Lane — RHT[Added 10-19-2004 by Ord. No. T.O. 37-2004]|North/South|Woodcut Lane
Hillvale Road — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|Both|Meadow Drive
Hillvale Road — ALB[Added 12-10-2002 by Ord. No. T.O. 67-2002]|Southeast|Oak Ridge Lane
Hillvale Road — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|West|Berry Place
Hillview Avenue — PTW|North|Mallon Place
Hilton Avenue — GCP|Both|Broadway
Hilton Street — NCS|Both|Oliver Avenue
Hilton Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Grand Boulevard
Holiday Gate — NHP|West|New Hyde Park Road
Holiday Gate — NNH|East|Executive Drive
Hollow Court — ALB|East|Greenway
Hollow Court — NCS|East|Ridge Drive
Hollow Court — NCS|West|Cedar Road
Hollow Court — SRT|West|Serpentine Lane
Hopper Street — NCS|Both|Main Street
Hopper Street — NCS|Both|Park Avenue
Hopper Street — NCS|South|Broadway
Hopper Street — NCS|South|Grand Boulevard
Hopper Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Hopper Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
Howard Avenue — NHP|West|Tuxedo Avenue
Hughes Place — ALB|Both|Searingtown Road
Hunter Lane — NCS|West|Cedar Road
Huntington Road — PTW|Both|Reid Avenue
Huntington Road — PTW|Both|Richards Road
Huntington Road — PTW[Added 11-17-1998 by Ord. No. T.O. 38-1998]|North|Huntington Road (east and westbound)
Huntington Road — PTW|North|Reid Avenue
Huntington Road — PTW[Added 7-20-2004 by Ord. No. T.O. 25-2004]|West|North Plandome Road
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Imperial Avenue — NHP[Added 6-17-2008 by Ord. No. T.O. 21-2008]|East|Denton Avenue
Imperial Avenue — NHP|East|Leonard Boulevard
Imperial Court — GNK[Added 6-24-2003 by Ord. No. T.O. 28-2003]|North|Allenwood Road
Independence Drive — NNH|East|Continental Drive
Independence Drive — NNH|East|Monterey Drive
Independence Drive — NNH|West|Executive Drive
Industrial Park Drive — PTW|North|Harbor Park Drive North
Industrial Park Drive — PTW|South|Harbor Park Drive South
Ingraham Lane — NNH|North|Wilton Street
In Place — ALB|North|Dorset Avenue
Iris Lane — GNK[Added 2-13-2007 by Ord. No. T.O. 8-2007]|South|Kensington Place
Irma Avenue — PTW[Added 12-16-1998 by Ord. No. T.O. 42-1998]|Both|Jeanette Drive
Irma Avenue — PTW|Both|Mallon Place
Irma Avenue — PTW[Added 12-16-1998 by Ord. No. T.O. 41-1998]|Both|Mullon Avenue
Irma Avenue — PTW|Both|Sandy Hollow Road
Irons Place — NHP[Added 6-19-2007 by Ord. No. T.O. 21-2007]|Northeast|Franklin Avenue
Irving Lane — NNH|Both|Stewart Avenue
Irving Lane — NNH|East|Stephan Marc Lane
Irving Street — NCS|Both|Longfellow Avenue
Irving Street — NCS|Both|Tennyson Avenue
I.U. Willets Road — ALB*|Both|Meadow Drive
Ivy Place — HRK|South|South Street
Ivy Way — PTW|Both|Mitchell Road
Ivy Way — PTW|East|Mackey Avenue
Ivy Way — PTW|East|Opposite New York Telephone Company Pole No. 22
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Jackson Avenue — GCP|West|Armstrong Road
Jamaica Boulevard — CRL|Both|Appletree Lane
Jamaica Boulevard — CRL|Both|Eighth Street
Jamaica Boulevard — CRL|Both|Twelfth Street
Jane Street — RHT|Both|Linden Street
Jasmine Avenue — NHP|Both|Gould Street
Jasmine Avenue — NHP|Both|Leonard Boulevard
Jayson Avenue — GNK|Both|Broadway
Jayson Avenue — GNK|Both|Clair Street
Jayson Avenue — GNK[Added 1-6-2004 by Ord. No. T.O. 2-2004]|Both|Kensington Place
Jayson Avenue — GNK|Both|Lakeville School entrance
Jayson Avenue — GNK|Both|Pembroke Avenue
Jeanette Drive — PTW|Both|Annette Drive
Jeanette Drive — PTW|West|Irma Avenue
Jeanette Drive — PTW|West|Linda Road
Jefferson Avenue — MHT[Added 12-15-2015 by Ord. No. T.O. 25-2015]|North|Harding Avenue
Jefferson Avenue — MHT[Added 12-15-2015 by Ord. No. T.O. 25-2015]|South|Harding Avenue
Jefferson Avenue — RHT|Both|Elm Street
Jefferson Avenue — RHT|Both|Forest Street
Jefferson Avenue — RHT|Both|Garden Street
Jefferson Avenue — RHT|Both|Willow Street
Jefferson Avenue — RHT|North|Warner Avenue
Jefferson Street — PTW[Added 9-19-2000 by Ord. No. T.O. 41-2000]|Northeast|Webster Avenue
Jerome Avenue — CRL|East|Park Avenue
Jerome Avenue — CRL|West|Park Avenue
Jessica Place — RHT[Amended 1-7-1997 by Ord. No. T.O. 1-1997]|Both|MacGregor Avenue
Jessica Place — RHT|South|Old Powerhouse Road
Jessica Place — RHT[Added 10-21-2014 by Ord. No. T.O. 17-2014]|North|Maple Street
Joel Place — PTW|South|North Plandome Road
John J. Daly School egress driveway (Highfield Avenue) — PTW[Added 4-11-2006 by Ord. No. T.O. 12-2006]|North|Rockwood Avenue
Johnstone Road — GNK[Added 7-14-1998 by Ord. No. 29-1998]|Both|Vista Hill Road
John Street — GNV[Added 8-13-2002 by Ord. No. T.O. 45-2002]|Northwest|West Street
Jones Street — NHP|Both|80th Avenue
Joseph Road — NHP[Added 8-5-1997 by Ord. No. T.O. 25-1997]|South|Birchwood Drive
Joseph Street — NHP|Both|Claudy Lane
Joseph Street — NHP|South|Patton Boulevard
Joy Drive — MHT|West|Old Courthouse Road
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Kalda Avenue — NHP|North|Peter Lane
Kamda Boulevard — NHP|East|Bly Court
Kamda Boulevard — NHP|South|Kamda Boulevard
Kamda Boulevard — NHP|Southwest|Hull Avenue
Kamda Boulevard — NHP|West|Franklin Avenue
Kamda Boulevard — NNH|Both|Lincoln Avenue
Kate Drive — NHP|North|Birchwood Drive
Kate Drive — NHP|South|Edgewood Drive
Kemp Lane — NHP|West|Stoothoff Drive
Kenneth Place — NHP|Both|Franklin Avenue
Kensington Place — GNK[Added 5-3-2005 by Ord. No. T.O. 16-2005]|Both|Belmont Road
Kensington Place — GNK|Both|Jayson Avenue
Kensington Place — GNK[Added 2-13-2007 by Ord. No. T.O. 8-2007]|East|Iris Lane
Kent Place — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|North|Somerset Drive North
Kent Place — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|Southeast|Rutland Road
Kenworth Road — PTW|Both|Pine Street
King Kullen Shopping Center exit — NHP|—|Kaida Avenue (157 feet north of Hillside Avenue)
Kings Lane — NHP|North|Robby Lane
Kingston Street — NHP|South|Bryant Avenue
Kinkel Street — NCS|Both|Broadway
Kinkel Street — NCS|Both|Park Avenue
Kinkel Street — NCS|North|Main Street
Kinkel Street — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Railroad Avenue
Kinkel Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Kinkel Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
Knickerbocker Road — MHT||Country Club Drive
Knickerbocker Road — MHT[Added 8-24-2010 by Ord. No. T.O. 27-2010]|North|Old Mill Road
Knickerbocker Road — MHT[Added 7-12-2016 by Ord. No. T.O. 16-2016]|North|Quaker Ridge Road
Knickerbocker Road — MHT[Added 7-12-2016 by Ord. No. T.O. 16-2016]|South|Quaker Ridge Road
Knolls Drive — NNH|East|Lake Drive
Knolls Drive — NNH|West|Old Courthouse Road
Knolls Drive North — NHP[Added 3-27-2001 by Ord. No. T.O. 11-2001]|West|Old Courthouse Road
Knollwood Drive — CRL|North|Asbury Avenue
Koch Place — CRL[Added 11-19-2019 by Ord. No. T.O. 34-2019]|South|Westbury Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Lafayette Street — NHP|West|Herrick Road
Lafayette Street — WLP|Both|Foch Boulevard
Lafayette Street — WLP|East|Brunswick Avenue
Lafayette Street — WLP[Added 1-6-2004 by Ord. No. T.O. 1-2004]|West|Brunswick Avenue
Lafayette Street — WWP|Both|Mayflower Avenue
Lahey Street — NHP|Both|Haddon Road
Lahey Street — NHP[Added 3-1-2005 by Ord. No. T.O. 4-2005]|West|Claudy Lane
Lake Drive — NNH|Both|Robby Lane
Lake Drive — NNH|East|Crest Road
Lake Drive — NNH|North|Knolls Drive
Lakeville Drive — NHP|South|Bryant Avenue
Lakeville Drive — NNH|Both|Maple Drive West
Lambert Street — RHT[Added 1-29-2002 by Ord. No. T.O. 5-2002]|West|Mineola Avenue (Willis Avenue)
Lanie Place — CRL[Added 9-9-2008 by Ord. No. T.O. 27-2008]|Both|Roosevelt Court
Lannon Place — PTW[Added 5-29-2012 by Ord. No. T.O. 9-2012; amended 3-22-2016 by Ord. No. T.O. 8-2016]|East|Irma Avenue
Lansdowne Avenue — CRL|Both|Cherry Lane
Lansdowne Avenue — CRL[Added 11-16-1999 by Ord. No. T.O. 38-1999]|Both|Lindbergh Boulevard
Lansdowne Avenue — CRL|Both|Mitchell Avenue
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 12-2009]|East|Aspen Lane
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 12-2009]|West|Aspen Lane
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 13-2009]|North|Birch Drive
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 12-2009]|East|Fir Drive
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 12-2009]|West|Fir Drive
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 13-2009]|South|Hickory Road
Larch Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 13-2009]|South|Tulip Court
Larch Drive — MHH|East|Birch Drive
Laurel Drive — NNH|Both|Aster Drive
Laurel Drive — NNH|Both|Eton Road
Laurel Drive — NNH|Both|Lawrence Street
Laurel Drive — NNH|West|Marcus Avenue
Laurel Drive — NNH|West|New Hyde Park Road
Laurel Street — RHT|North|Church Street
Laurel Street — RHT|South|Donald Street
Lawrence Street — NHP|Both|Bregman Avenue
Lawrence Street — NHP|Both|Cellar Avenue
Lawrence Street — NHP|Both|Eton Road
Lawrence Street — NHP|Both|Patton Boulevard
Lawrence Street — NHP|East|New Hyde Park Road
Lawrence Street — NHP|North|Aster Drive
Lawrence Street — NHP[Added 3-1-2005 by Ord. No. T.O. 4-2005]|West|Claudy Lane
Lawrence Street — NNH|Both|Haddon Road
Lawrence Street — NNH|South|New Hyde Park Road
Leamar Drive — NHP|Both|Lake Drive
Lea Place — ALB[Added 12-10-2002 by Ord. No. T.O. 67-2002]|East|Oak Ridge Lane
Lea Place — ALB[Added 12-10-2002 by Ord. No. T.O. 67-2002]|West|Meadow Drive
Lee Avenue — ALB|Both|McKinley Avenue
Lee Avenue — ALB[Added 6-1-2004 by Ord. No. T.O. 17-2004]|West|Searingtown Road
Leeds Drive — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|Both|Luquer Road
Leonard Boulevard — NHP[Added 8-10-2004 by Ord. No. T.O. 27-2004]|Both|Aladdin Avenue
Leonard Boulevard — NHP|Both|Belmont Avenue
Leonard Boulevard — NHP[Added 9-4-2007 by Ord. No. T.O. 29-2007]|Both|Broadway
Leonard Boulevard — NHP|Both|Corwin Avenue
Leonard Boulevard — NHP|Both|Evergreen Avenue
Leonard Boulevard — NHP[Added 3-25-2008 by Ord. No. T.O. 6-2008]|Both|Falmouth Avenue
Leonard Boulevard — NHP|Both|Highland Avenue
Leonard Boulevard — NHP|Both|Jasmine Avenue
Leonard Boulevard — NHP[Added 4-15-1997 by Ord. No. T.O. 8-1997]|Both|Park Avenue
Leonard Boulevard — NHP[Added 9-4-2007 by Ord. No. T.O. 30-2007]|Both|West End Avenue
Leonard Boulevard — NHP[Added 3-12-2013 by Ord. No. T.O. 5-2013]|North|Gilford Avenue
Leonard Boulevard — NHP|North|Maple Drive
Leslie Lane — NHP|West|Stewart Avenue
Leslie Lane — NNH|East|Stephan Marc Lane
Lewis Lane — PTW|East|Roger Drive
Lewis Lane — PTW[Added 2-24-2006 by Ord. No. T.O. 8-2006]|West|Glen Lane
Lexington Street — CRL|West|Cherry Lane
Lilac Lane — MHT|East|Vanderbilt Road
Lincoln Avenue — NHP|Both|Kamda Boulevard
Lincoln Avenue — NHP|South|West Maple Drive
Lindbergh Boulevard — CRL[Added 11-16-1999 by Ord. No. T.O. 38-1999]|South|Lansdowne Avenue
Lindbergh Boulevard — CRL|Both|Wright Avenue
Lindberg Avenue — MHT[Added 2-28-2006 by Ord. No. T.O. 5-2006]|Both|Vanderbilt Avenue
Lindberg Avenue — MHT[Added 6-5-2001 by Ord. No. T.O. 19-2001]|Southwest|Gaynor Avenue
Linden Street — HRK[Added 9-6-2018 by Ord. No. T.O. 8-2018]|South|Pine Street
Linden Street — MHT|North|Bayview Avenue
Linden Street — MHT|South|Manhasset Avenue
Linden Street — RHT|Both|Donald Street
Linden Street — RHT[Added 3-7-2000 by Ord. No. T.O. 7-2000]|Both|Jane Street
Linden Street — RHT|Both|Russel Street
Lipton Lane — NHP|Both|Center Street
Litchfield Road — PTW|Both|Mitchell Avenue
Litchfield Road — PTW|East|Mackey Avenue
Litchfield Road — PTW|West|Richards Road
Locust Lane — RHT[Added 6-2-2015 by Ord. No. T.O. 14-2015]|West|Roslyn Road
Locust Place — MHT|South|Bayview Avenue
Locust Street — GNK|Both|Forest Avenue
Locust Street — GNK|South|Station Road
Locust Street — GNV|East|Walnut Street
Locust Street — MHT|Both|Colonial Parkway
Locust Street — MHT|Both|Hillside Avenue
Locust Street — MHT[Added 10-21-2003 by Ord. No. T.O. 41-2003]|North|Bayview Avenue
Locust Street — RSN|Both|Lincoln Avenue
Longfellow Avenue — NCS|Both|Dryden Street
Longfellow Avenue — NCS|Both|Irving Street
Longfellow Avenue — WBY[Added 9-21-1999 by Ord. No. T.O. 26-1999]|Both|Whittier Street
Longfellow Avenue — WBY[Added 9-21-1999 by Ord. No. T.O. 26-1999]|North|Emerson Court (at its northern end)
Longfellow Avenue — WBY[Added 9-21-1999 by Ord. No. T.O. 26-1999]|South|Byrant Street
Longfellow Avenue — WBY|South|Old Country Road
Longview Avenue — PTW|Beverly Road|
Longview Road — PTW|Both|Bedford Road
Longview Road — PTW|Both|Port Washington Boulevard
Longview Road — PTW|East|Beacon Hill Road
Longview Road — PTW|East|Hampton Road
Longview Road — PTW|East|Hillcrest Road
Longview Road — PTW|West|Hampton Court
Longview Road — PTW|West|Hilicrest Road
Longview Road — PTW|Both|Stratford Road
Lords Way — MHH|West|Queens Lane
Lowell Avenue — FPC|Both|Barwick Street
Lowell Avenue — FPC|Both|McKee Street
Lowell Road — PTW|Both|Hawthorne Road
Lowell Road — PTW[Added 1-24-2006 by Ord. No. T.O. 4-2006]|North|Colonial Road
Lowell Road — PTW|North|Salem Lane
Lowell Road — PTW[Added 8-24-2010 by Ord. No. T.O. 28-2010]|South|Salem Lane
Lowell Road — PTW|South|Wakefield Avenue
Lowell Street — NCS|Both|Longfellow Avenue
Lowell Street — WBY[Added 7-31-2007 by Ord. No. T.O. 25-2007]|West|School Street
Luquer Road — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|Both|Hazel Road
Luquer Road — PTW|Both|Mitchell Road
Luquer Road — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|East|Amherst Road
Luquer Road — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|East|Leeds Drive
Luquer Road — PTW[Added 1-23-2007 by Ord. No. T.O. 7-2007]|West|Amherst Road
Lydia Court — SRT|East|Serpentine Lane
Lynn Road — PTW|Both|Guilford Road
Lynn Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|Both|Hawthorne Avenue
Lynn Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|North|Crestwood Road
Lynn Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|South|Winthrop Road
Lynton Road — ALB|Both|Dorset Avenue
Lynton Road — ALB|Both|Meldon Avenue
Lynton Road — ALB[Added 9-13-2016 by Ord. No. T.O. 25-2016]|North|Coventry Avenue
Lynton Road — ALB[Added 12-10-2002 by Ord. No. T.O. 66-2002]|North|I.U. Willets Road
Lynton Road — ALB[Added 9-13-2016 by Ord. No. T.O. 25-2016]|South|Coventry Avenue
Lynton Road — ALB|Southeast|Hampton Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
MacGregor Avenue — RHT[Added 3-6-2012 by Ord. No. T.O. 6-2012]|East|Garfield Place
MacGregor Avenue — RHT|East|Mineola Avenue
MacGregor Avenue — RHT[Added 3-6-2012 by Ord. No. T.O. 6-2012]|West|Garfield Place
MacGregor Avenue — RHT[Added 1-7-1997 by Ord. No. T.O. 1-1997]|West|Jessica Place
Mackey Avenue — PTW|Both|Bayview Avenue
Mackey Avenue — PTW|Both|Pine Street
Mackey Avenue — PTW|North|Davis Road
Mackey Avenue — PTW[Added 3-8-2011 by Ord. No. T.O. 4-2011]|North|Murray Avenue
Mackey Avenue — PTW|North|Reid Avenue
Mackey Avenue — PTW|North|Willowdale Avenue
Mackey Avenue — PTW|South|Davis Road
Mackey Avenue — PTW[Added 3-8-2011 by Ord. No. T.O. 4-2011]|South|Murray Avenue
Mackey Avenue — PTW|South|Willowdale Avenue
Madison Avenue — GCP[Added 11-17-1998 by Ord. No. 37-1998]|West|Armstrong Road
Madison Avenue — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|Both|County Courthouse Road
Madison Avenue — GCP|Both|Nassau Boulevard
Madison Avenue — GCP|West|Seventh Avenue
Madison Avenue — RHT|Both|Elm Street
Madison Avenue — RHT|Both|Garden Street
Madison Avenue — RHT|Both|Willow Street
Madison Avenue — RHT[Added 2-17-2004 by Ord. No. T.O. 9-2004]|South|Villa Place
Madison Place — RHT[Added 2-17-2004 by Ord. No. T.O. 9-2004]|North|Villa Place
Madison Street — PTW[Added 4-30-2019 by Ord. No. T.O. 12-2019]|North|Webster Avenue
Madison Street — PTW[Added 4-30-2019 by Ord. No. T.O. 12-2019]|South|Webster Avenue
Magnolia Avenue — NCS|Both|Main Street
Magnolia Avenue — NCS|Both|Park Avenue
Magnolia Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|North|Broadway
Magnolia Avenue — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|South|Grand Boulevard
Magnolia Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Railroad Avenue
Magnolia Avenue — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Magnolia Avenue — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
Magnolia Drive — NHP|East|Maple Drive
Magnolia Street — CRL|East|Carle Road
Magnolia Street — CRL|West|Cherry Lane
Main Street — NCS[Amended 10-21-1997 by Ord. No. T.O. 36-1997]|Both|Bond Street
Main Street — NCS|Both|New York Avenue
Main Street — NCS[Added 4-6-2010 by Ord. No. T.O. 9-2010]|Both|State Street
Main Street — NCS|Both|Urban Avenue
Main Street — NCS|West|Grand Street
Main Street — PTW*|Both|Opposite Long Island Lighting Company Pole No. 177
Main Street — PTW|Both|Prospect Avenue
Main Street — PTW[Added 2-15-2012 by Ord. No. T.O. 3-2012]|South|Fifth Avenue
Major Lane — NHP|Both|Aster Drive
Major Lane — NNH|South|Laurel Drive
Malaney Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Broadway
Mallard Road — CRL|East|Cherry Lane
Mallon Place — PTW[Added 3-22-2016 by Ord. No. T.O. 8-2016]|East|Irma Avenue
Manchester Street — CRL|West|Cherry Lane
Manhasset Avenue — MHT|Both|Long Island Rail Road bridge
Manhasset Avenue — MHT[Added 10-21-2003 by Ord. No. T.O. 41-2003]|East|Thompson Shore Road
Manhasset Avenue — MHT|South|Memorial Place
Manhasset Avenue — MHT[Added 9-9-2014 by Ord. No. T.O. 13-2014]|West|Bayview Avenue
Manhasset Avenue — MHT|West|Grinsted Street
Manor Avenue — RHT|Both|Cambridge Street
Manor Avenue — RHT|Both|Oxford Street
Manor Avenue — RHT[Added 9-26-2017 by Ord. No. T.O. 26-2017]|North|Yale Street
Manor Avenue — RHT[Added 9-26-2017 by Ord. No. T.O. 26-2017]|South|Yale Street
Manor Court South — NHP[Added 3-25-2008 by Ord. No. T.O. 8-2008]|South|Old Farm Road
Manor Drive — GNK|Both|Spinney Hill Drive
Manor Drive — GNK|East|Clark Drive
Manor Drive — GNK|West|Summer Avenue
Manorhaven School egress driveway — PTW[Added 1-29-2008 by Ord. No. T.O. 3-2008; 8-8-2017 by Ord. No. T.O. 22-2017]|North|Morewood Oaks
Manor Place — GNK|West|Spinney Hill Drive
Maple Court — NHP|West|Maple Drive
Maple Drive — NHP|Both|Leonard Boulevard
Maple Drive — NHP|Both|Oak Drive
Maple Drive — NHP|Both|Terrace Boulevard
Maple Drive — NNH|North|Old Farm Road
Maple Drive — NNH|West|New Hyde Park Road
Maple Drive West — NHP|Both|Lincoln Avenue
Maple Drive West — NNH|West|Lakeville Drive
Maple Lane — NHP|South|North Street
Mapleleaf Lane — NHP|North|Laurel Drive
Mapleleaf Lane — NNH|South|Primrose Drive
Maple Street — PTW|Both|Port Washington Boulevard
Maple Street — PTW|West|South Maryland Avenue
Maple Street — RHT|Both|Van Nostrand Avenue
Maple Street — RHT|East|Elliot Place
Maple Street — RHT[Added 1-29-2002 by Ord. No. T.O. 5-2002]|East|Mineola Avenue (Willis Avenue)
Maple Street — RHT[Added 10-21-2014 by Ord. No. T.O. 17-2014]|West|Burnham Avenue
Maple Street — RHT|West|Plympton Avenue
Maplewood Drive — NCS|Both|Clover Lane
Maplewood Drive — NCS|Both|Floral Lane
Maplewood Drive — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
Maplewood Drive — WBY[Added 3-11-2003 by Ord. No. T.O. 9-2003]|Both|Holly Lane
Maplewood Drive — WBY[Added 3-11-2003 by Ord. No. T.O. 9-2003]|North|East Broadway
Maplewood Drive — WBY[Added 3-11-2003 by Ord. No. T.O. 9-2003]|Southeast|East Broadway
Maplewood Drive — WBY|Northwest|Bramble Lane
